ID	Notes	Symbol	Entrez Gene Name	Location	Type(s)	Drug(s)	
NM_001318369	D	SLC6A5	solute carrier family 6 (neurotransmitter transporter), member 5	Plasma Membrane	transporter	 	
NM_004211	D	SLC6A5	solute carrier family 6 (neurotransmitter transporter), member 5	Plasma Membrane	transporter	 	
NR_103507	D	SLC6A6	solute carrier family 6 (neurotransmitter transporter), member 6	Plasma Membrane	transporter	 	
NM_001134368	D	SLC6A6	solute carrier family 6 (neurotransmitter transporter), member 6	Plasma Membrane	transporter	 	
NM_001134367	D	SLC6A6	solute carrier family 6 (neurotransmitter transporter), member 6	Plasma Membrane	transporter	 	
NM_003043	D	SLC6A6	solute carrier family 6 (neurotransmitter transporter), member 6	Plasma Membrane	transporter	 	
NM_014228	 	SLC6A7	solute carrier family 6 (neurotransmitter transporter), member 7	Plasma Membrane	transporter	 	
NM_001142806	D	SLC6A8	solute carrier family 6 (neurotransmitter transporter), member 8	Cytoplasm	transporter	 	
NM_001142805	D	SLC6A8	solute carrier family 6 (neurotransmitter transporter), member 8	Cytoplasm	transporter	 	
NM_005629	D	SLC6A8	solute carrier family 6 (neurotransmitter transporter), member 8	Cytoplasm	transporter	 	
NM_019849	 	SLC7A10	solute carrier family 7 (neutral amino acid transporter light chain, asc system), member 10	Plasma Membrane	transporter	 	
NM_014331	 	SLC7A11	solute carrier family 7 (anionic amino acid transporter light chain, xc- system), member 11	Plasma Membrane	transporter	N-acetyl-L-cysteine	
NR_038380	 	SLC7A11-AS1	SLC7A11 antisense RNA 1	Other	other	 	
NM_138817	 	SLC7A13	solute carrier family 7 (anionic amino acid transporter), member 13	Plasma Membrane	transporter	 	
NM_020949	 	SLC7A14	solute carrier family 7 member 14	Cytoplasm	other	 	
NM_001164771	D	SLC7A2	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2	Plasma Membrane	transporter	 	
NM_003046	D	SLC7A2	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2	Plasma Membrane	transporter	 	
NM_001008539	D	SLC7A2	solute carrier family 7 (cationic amino acid transporter, y+ system), member 2	Plasma Membrane	transporter	 	
NM_032803	D	SLC7A3	solute carrier family 7 (cationic amino acid transporter, y+ system), member 3	Plasma Membrane	transporter	 	
NM_001048164	D	SLC7A3	solute carrier family 7 (cationic amino acid transporter, y+ system), member 3	Plasma Membrane	transporter	 	
NM_004173	 	SLC7A4	solute carrier family 7 member 4	Plasma Membrane	transporter	 	
NM_003486	 	SLC7A5	solute carrier family 7 (amino acid transporter light chain, L system), member 5	Plasma Membrane	transporter	 	
NR_002593	 	SLC7A5P1	solute carrier family 7 (amino acid transporter light chain, L system), member 5 pseudogene 1	Other	other	 	
NR_002594	 	SLC7A5P2	solute carrier family 7 (amino acid transporter light chain, L system), member 5 pseudogene 2	Other	other	 	
NM_032178	 	SLC7A6OS	solute carrier family 7 member 6 opposite strand	Other	other	 	
NR_040448	D	SLC7A7	solute carrier family 7 (amino acid transporter light chain, y+L system), member 7	Plasma Membrane	transporter	 	
NM_001126105	D	SLC7A7	solute carrier family 7 (amino acid transporter light chain, y+L system), member 7	Plasma Membrane	transporter	 	
NM_001126106	D	SLC7A7	solute carrier family 7 (amino acid transporter light chain, y+L system), member 7	Plasma Membrane	transporter	 	
NM_001243036	D	SLC7A9	solute carrier family 7 (amino acid transporter light chain, bo,+ system), member 9	Plasma Membrane	transporter	 	
NM_001126335	D	SLC7A9	solute carrier family 7 (amino acid transporter light chain, bo,+ system), member 9	Plasma Membrane	transporter	 	
NM_014270	D	SLC7A9	solute carrier family 7 (amino acid transporter light chain, bo,+ system), member 9	Plasma Membrane	transporter	 	
NM_001252624	D	SLC8A1	solute carrier family 8 (sodium/calcium exchanger), member 1	Plasma Membrane	transporter	icosapent	
NM_001112801	D	SLC8A1	solute carrier family 8 (sodium/calcium exchanger), member 1	Plasma Membrane	transporter	icosapent	
NM_001112800	D	SLC8A1	solute carrier family 8 (sodium/calcium exchanger), member 1	Plasma Membrane	transporter	icosapent	
NM_021097	D	SLC8A1	solute carrier family 8 (sodium/calcium exchanger), member 1	Plasma Membrane	transporter	icosapent	
NR_038441	 	SLC8A1-AS1	SLC8A1 antisense RNA 1	Other	other	 	
NM_015063	 	SLC8A2	solute carrier family 8 (sodium/calcium exchanger), member 2	Cytoplasm	transporter	 	
NM_033262	D	SLC8A3	solute carrier family 8 (sodium/calcium exchanger), member 3	Plasma Membrane	transporter	 	
NM_058240	D	SLC8A3	solute carrier family 8 (sodium/calcium exchanger), member 3	Plasma Membrane	transporter	 	
NM_183002	D	SLC8A3	solute carrier family 8 (sodium/calcium exchanger), member 3	Plasma Membrane	transporter	 	
NM_001130417	D	SLC8A3	solute carrier family 8 (sodium/calcium exchanger), member 3	Plasma Membrane	transporter	 	
NM_182936	D	SLC8A3	solute carrier family 8 (sodium/calcium exchanger), member 3	Plasma Membrane	transporter	 	
NM_182932	D	SLC8A3	solute carrier family 8 (sodium/calcium exchanger), member 3	Plasma Membrane	transporter	 	
NR_104122	D	SLC8A3	solute carrier family 8 (sodium/calcium exchanger), member 3	Plasma Membrane	transporter	 	
NM_024959	 	SLC8B1	solute carrier family 8 (sodium/lithium/calcium exchanger), member B1	Plasma Membrane	transporter	 	
NR_046474	D	SLC9A1	solute carrier family 9, subfamily A (NHE1, cation proton antiporter 1), member 1	Plasma Membrane	ion channel	amiloride, amiloride/hydrochlorothiazide	
NM_003047	D	SLC9A1	solute carrier family 9, subfamily A (NHE1, cation proton antiporter 1), member 1	Plasma Membrane	ion channel	amiloride, amiloride/hydrochlorothiazide	
NM_004174	D	SLC9A3	solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3	Plasma Membrane	ion channel	 	
NM_001284351	D	SLC9A3	solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3	Plasma Membrane	ion channel	 	
NM_001252073	D	SLC9A3R2	solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3 regulator 2	Plasma Membrane	transporter	 	
NM_001252076	D	SLC9A3R2	solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3 regulator 2	Plasma Membrane	transporter	 	
NM_001252075	D	SLC9A3R2	solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3 regulator 2	Plasma Membrane	transporter	 	
NM_004785	D	SLC9A3R2	solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3 regulator 2	Plasma Membrane	transporter	 	
NM_001130012	D	SLC9A3R2	solute carrier family 9, subfamily A (NHE3, cation proton antiporter 3), member 3 regulator 2	Plasma Membrane	transporter	 	
NM_004594	 	SLC9A5	solute carrier family 9, subfamily A (NHE5, cation proton antiporter 5), member 5	Plasma Membrane	transporter	 	
NM_006359	D	SLC9A6	solute carrier family 9, subfamily A (NHE6, cation proton antiporter 6), member 6	Plasma Membrane	transporter	 	
NM_001042537	D	SLC9A6	solute carrier family 9, subfamily A (NHE6, cation proton antiporter 6), member 6	Plasma Membrane	transporter	 	
NM_001177651	D	SLC9A6	solute carrier family 9, subfamily A (NHE6, cation proton antiporter 6), member 6	Plasma Membrane	transporter	 	
NR_033801	 	SLC9A7P1	solute carrier family 9, subfamily A (NHE7, cation proton antiporter 7), member 7 pseudogene 1	Other	other	 	
NR_048544	 	SLC9A9-AS1	SLC9A9 antisense RNA 1	Other	other	 	
NM_139173	D	SLC9B1	solute carrier family 9, subfamily B (NHA1, cation proton antiporter 1), member 1	Plasma Membrane	other	 	
NM_001100874	D	SLC9B1	solute carrier family 9, subfamily B (NHA1, cation proton antiporter 1), member 1	Plasma Membrane	other	 	
NR_047515	D	SLC9B1	solute carrier family 9, subfamily B (NHA1, cation proton antiporter 1), member 1	Plasma Membrane	other	 	
NR_047513	D	SLC9B1	solute carrier family 9, subfamily B (NHA1, cation proton antiporter 1), member 1	Plasma Membrane	other	 	
NM_178833	D	SLC9B2	solute carrier family 9, subfamily B (NHA2, cation proton antiporter 2), member 2	Plasma Membrane	other	 	
NM_001300756	D	SLC9B2	solute carrier family 9, subfamily B (NHA2, cation proton antiporter 2), member 2	Plasma Membrane	other	 	
NM_001300754	D	SLC9B2	solute carrier family 9, subfamily B (NHA2, cation proton antiporter 2), member 2	Plasma Membrane	other	 	
NM_183061	 	SLC9C1	solute carrier family 9, subfamily C (Na+-transporting carboxylic acid decarboxylase), member 1	Extracellular Space	other	 	
NM_134431	D	SLCO1A2	solute carrier organic anion transporter family member 1A2	Plasma Membrane	transporter	 	
NM_021094	D	SLCO1A2	solute carrier organic anion transporter family member 1A2	Plasma Membrane	transporter	 	
NM_006446	 	SLCO1B1	solute carrier organic anion transporter family member 1B1	Plasma Membrane	transporter	 	
NM_019844	 	SLCO1B3	solute carrier organic anion transporter family member 1B3	Plasma Membrane	transporter	 	
NM_001009562	 	SLCO1B7	solute carrier organic anion transporter family member 1B7 (non-functional)	Extracellular Space	other	 	
NM_001145945	D	SLCO1C1	solute carrier organic anion transporter family member 1C1	Plasma Membrane	transporter	 	
NM_001145946	D	SLCO1C1	solute carrier organic anion transporter family member 1C1	Plasma Membrane	transporter	 	
NM_001145944	D	SLCO1C1	solute carrier organic anion transporter family member 1C1	Plasma Membrane	transporter	 	
NM_017435	D	SLCO1C1	solute carrier organic anion transporter family member 1C1	Plasma Membrane	transporter	 	
NM_016354	 	SLCO4A1	solute carrier organic anion transporter family member 4A1	Plasma Membrane	transporter	 	
NR_024470	 	SLCO4A1-AS1	SLCO4A1 antisense RNA 1	Other	other	 	
NM_180991	 	SLCO4C1	solute carrier organic anion transporter family member 4C1	Plasma Membrane	transporter	 	
NM_001308014	D	SLCO6A1	solute carrier organic anion transporter family member 6A1	Plasma Membrane	transporter	 	
NM_001289002	D	SLCO6A1	solute carrier organic anion transporter family member 6A1	Plasma Membrane	transporter	 	
NM_173488	D	SLCO6A1	solute carrier organic anion transporter family member 6A1	Plasma Membrane	transporter	 	
NM_001289004	D	SLCO6A1	solute carrier organic anion transporter family member 6A1	Plasma Membrane	transporter	 	
NR_003542	 	SLED1	proteoglycan 3 pseudogene	Other	other	 	
NM_032290	 	SLF1	SMC5-SMC6 complex localization factor 1	Nucleus	transcription regulator	 	
NM_001136123	D	SLF2	SMC5-SMC6 complex localization factor 2	Extracellular Space	other	 	
NM_001243770	D	SLF2	SMC5-SMC6 complex localization factor 2	Extracellular Space	other	 	
NM_018121	D	SLF2	SMC5-SMC6 complex localization factor 2	Extracellular Space	other	 	
NM_001104587	D	SLFN11	schlafen family member 11	Nucleus	enzyme	 	
NM_001104589	D	SLFN11	schlafen family member 11	Nucleus	enzyme	 	
NM_001104588	D	SLFN11	schlafen family member 11	Nucleus	enzyme	 	
NM_152270	D	SLFN11	schlafen family member 11	Nucleus	enzyme	 	
NM_001104590	D	SLFN11	schlafen family member 11	Nucleus	enzyme	 	
NM_001289009	D	SLFN12	schlafen family member 12	Other	enzyme	 	
NM_018042	D	SLFN12	schlafen family member 12	Other	enzyme	 	
NM_001195790	 	SLFN12L	schlafen family member 12-like	Other	enzyme	 	
NM_144682	 	SLFN13	schlafen family member 13	Nucleus	enzyme	 	
NM_144975	 	SLFN5	schlafen family member 5	Nucleus	enzyme	 	
NM_144990	D	SLFNL1	schlafen like 1	Other	other	 	
NM_001168247	D	SLFNL1	schlafen like 1	Other	other	 	
NM_001300859	D	SLFNL1	schlafen like 1	Other	other	 	
NR_037868	 	SLFNL1-AS1	SLFNL1 antisense RNA 1	Other	other	 	
NM_031210	D	SLIRP	SRA stem-loop interacting RNA binding protein	Cytoplasm	other	 	
NM_001267864	D	SLIRP	SRA stem-loop interacting RNA binding protein	Cytoplasm	other	 	
NM_001267863	D	SLIRP	SRA stem-loop interacting RNA binding protein	Cytoplasm	other	 	
NR_052025	D	SLIRP	SRA stem-loop interacting RNA binding protein	Cytoplasm	other	 	
NM_003061	 	SLIT1	slit guidance ligand 1	Extracellular Space	other	 	
NR_038330	 	SLIT1-AS1	SLIT1 antisense RNA 1	Other	other	 	
NM_001281503	D	SLITRK1	SLIT and NTRK like family member 1	Plasma Membrane	other	 	
NM_052910	D	SLITRK1	SLIT and NTRK like family member 1	Plasma Membrane	other	 	
NM_001184749	D	SLITRK4	SLIT and NTRK like family member 4	Extracellular Space	other	 	
NM_001184750	D	SLITRK4	SLIT and NTRK like family member 4	Extracellular Space	other	 	
NM_173078	D	SLITRK4	SLIT and NTRK like family member 4	Extracellular Space	other	 	
NM_015567	 	SLITRK5	SLIT and NTRK like family member 5	Other	other	 	
NM_003063	 	SLN	sarcolipin	Cytoplasm	other	 	
NM_003064	 	SLPI	secretory leukocyte peptidase inhibitor	Cytoplasm	other	 	
NM_001013843	D	SLTM	SAFB like transcription modulator	Nucleus	other	 	
NM_024755	D	SLTM	SAFB like transcription modulator	Nucleus	other	 	
NM_006425	 	SLU7	SLU7 homolog, splicing factor	Nucleus	enzyme	 	
NM_020427	 	SLURP1	secreted LY6/PLAUR domain containing 1	Extracellular Space	cytokine	 	
NR_037608	 	SLX1A-SULT1A3	SLX1A-SULT1A3 readthrough (NMD candidate)	Other	other	 	
NM_178044	D	SLX1A/SLX1B	SLX1 homolog B, structure-specific endonuclease subunit	Nucleus	enzyme	 	
NM_001014999	D	SLX1A/SLX1B	SLX1 homolog B, structure-specific endonuclease subunit	Nucleus	enzyme	 	
NM_001015000	D	SLX1A/SLX1B	SLX1 homolog B, structure-specific endonuclease subunit	Nucleus	enzyme	 	
NM_024044	D	SLX1A/SLX1B	SLX1 homolog B, structure-specific endonuclease subunit	Nucleus	enzyme	 	
NR_037609	 	SLX1B-SULT1A4	SLX1B-SULT1A4 readthrough (NMD candidate)	Other	other	 	
NM_032444	 	SLX4	SLX4 structure-specific endonuclease subunit	Nucleus	other	 	
NM_001009608	 	SLX4IP	SLX4 interacting protein	Other	other	 	
NR_024054	D	SMA4	glucuronidase, beta pseudogene	Other	other	 	
NR_029426	D	SMA4	glucuronidase, beta pseudogene	Other	other	 	
NR_034021	 	SMA5	glucuronidase, beta pseudogene	Other	other	 	
NR_126371	 	SMAD1-AS1	 	Other	other	 	
NR_026763	 	SMAD5-AS1	SMAD5 antisense RNA 1	Other	other	 	
NM_005904	D	SMAD7	SMAD family member 7	Nucleus	transcription regulator	 	
NM_001190823	D	SMAD7	SMAD family member 7	Nucleus	transcription regulator	 	
NM_001190822	D	SMAD7	SMAD family member 7	Nucleus	transcription regulator	 	
NM_001190821	D	SMAD7	SMAD family member 7	Nucleus	transcription regulator	 	
NM_005905	D	SMAD9	SMAD family member 9	Nucleus	transcription regulator	 	
NM_001127217	D	SMAD9	SMAD family member 9	Nucleus	transcription regulator	 	
NM_001033873	D	SMAGP	small cell adhesion glycoprotein	Cytoplasm	other	 	
NM_001031628	D	SMAGP	small cell adhesion glycoprotein	Cytoplasm	other	 	
NM_001282874	D	SMARCA1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1	Nucleus	transcription regulator	 	
NM_001282875	D	SMARCA1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1	Nucleus	transcription regulator	 	
NM_003069	D	SMARCA1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1	Nucleus	transcription regulator	 	
NM_001128846	D	SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	Nucleus	transcription regulator	 	
NM_001128847	D	SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	Nucleus	transcription regulator	 	
NM_001128844	D	SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	Nucleus	transcription regulator	 	
NM_001128848	D	SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	Nucleus	transcription regulator	 	
NM_001128849	D	SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	Nucleus	transcription regulator	 	
NM_001128845	D	SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	Nucleus	transcription regulator	 	
NM_003072	D	SMARCA4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4	Nucleus	transcription regulator	 	
NM_003601	 	SMARCA5	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5	Nucleus	transcription regulator	 	
NR_104027	 	SMARCA5-AS1	SMARCA5 antisense RNA 1	Other	other	 	
NM_014140	D	SMARCAL1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a-like 1	Nucleus	enzyme	 	
NM_001127207	D	SMARCAL1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a-like 1	Nucleus	enzyme	 	
NM_001317946	D	SMARCB1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	Nucleus	transcription regulator	 	
NM_003073	D	SMARCB1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	Nucleus	transcription regulator	 	
NM_001007468	D	SMARCB1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1	Nucleus	transcription regulator	 	
NM_003074	 	SMARCC1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1	Nucleus	transcription regulator	 	
NM_139067	D	SMARCC2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2	Nucleus	transcription regulator	 	
NM_001130420	D	SMARCC2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2	Nucleus	transcription regulator	 	
NM_003075	D	SMARCC2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 2	Nucleus	transcription regulator	 	
NM_003076	D	SMARCD1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1	Nucleus	transcription regulator	 	
NM_139071	D	SMARCD1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1	Nucleus	transcription regulator	 	
NM_001098426	 	SMARCD2	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2	Nucleus	transcription regulator	 	
NM_001003802	D	SMARCD3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3	Nucleus	transcription regulator	 	
NM_001003801	D	SMARCD3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3	Nucleus	transcription regulator	 	
NM_003078	D	SMARCD3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3	Nucleus	transcription regulator	 	
NM_003079	 	SMARCE1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1	Nucleus	transcription regulator	 	
NM_001281463	D	SMC1A	structural maintenance of chromosomes 1A	Nucleus	transporter	 	
NM_006306	D	SMC1A	structural maintenance of chromosomes 1A	Nucleus	transporter	 	
NM_148674	D	SMC1B	structural maintenance of chromosomes 1B	Nucleus	transporter	 	
NM_001291501	D	SMC1B	structural maintenance of chromosomes 1B	Nucleus	transporter	 	
NM_005445	 	SMC3	structural maintenance of chromosomes 3	Nucleus	other	 	
NM_015110	 	SMC5	structural maintenance of chromosomes 5	Nucleus	other	 	
NR_039990	 	SMC5-AS1	SMC5 antisense RNA 1 (head to head)	Other	other	 	
NM_024624	D	SMC6	structural maintenance of chromosomes 6	Nucleus	other	 	
NM_001142286	D	SMC6	structural maintenance of chromosomes 6	Nucleus	other	 	
NM_015295	 	SMCHD1	structural maintenance of chromosomes flexible hinge domain containing 1	Nucleus	other	 	
NM_001077657	 	SMCO1	single-pass membrane protein with coiled-coil domains 1	Other	other	 	
NM_001145010	 	SMCO2	single-pass membrane protein with coiled-coil domains 2	Other	other	 	
NM_020179	 	SMCO4	single-pass membrane protein with coiled-coil domains 4	Other	other	 	
NM_030663	 	SMCP	sperm mitochondria-associated cysteine-rich protein	Cytoplasm	other	 	
NM_033318	 	SMDT1	single-pass membrane protein with aspartate-rich tail 1	Extracellular Space	other	 	
NM_015092	 	SMG1	SMG1 phosphatidylinositol 3-kinase-related kinase	Cytoplasm	kinase	 	
NR_027154	 	SMG1P1	SMG1 pseudogene 1	Other	other	 	
NR_002473	 	SMG1P2	SMG1 pseudogene 2	Other	other	 	
NR_027155	 	SMG1P3	SMG1 pseudogene 3	Other	other	 	
NR_002453	 	SMG1P5	SMG1 pseudogene 5	Other	other	 	
NR_033959	 	SMG1P7	SMG1 pseudogene 7	Other	other	 	
NM_015327	 	SMG5	SMG5 nonsense mediated mRNA decay factor	Nucleus	other	 	
NM_001282326	 	SMG6	SMG6 nonsense mediated mRNA decay factor	Nucleus	enzyme	 	
NM_018149	 	SMG8	SMG8 nonsense mediated mRNA decay factor	Cytoplasm	enzyme	 	
NM_019108	 	SMG9	SMG9 nonsense mediated mRNA decay factor	Cytoplasm	other	 	
NM_001163724	D	SMIM1	small integral membrane protein 1 (Vel blood group)	Cytoplasm	other	 	
NM_001288583	D	SMIM1	small integral membrane protein 1 (Vel blood group)	Cytoplasm	other	 	
NM_001271592	 	SMIM10L1	small integral membrane protein 10 like 1	Other	other	 	
NR_024359	 	SMIM10L2A	small integral membrane protein 10 like 2A	Other	other	 	
NR_024493	 	SMIM10L2B	small integral membrane protein 10 like 2B	Other	other	 	
NM_001164824	D	SMIM12	small integral membrane protein 12	Other	other	 	
NM_001164825	D	SMIM12	small integral membrane protein 12	Other	other	 	
NM_138428	D	SMIM12	small integral membrane protein 12	Other	other	 	
NM_001317897	 	SMIM14	small integral membrane protein 14	Cytoplasm	other	 	
NM_001048249	 	SMIM15	small integral membrane protein 15	Other	other	 	
NM_001193628	 	SMIM17	small integral membrane protein 17	Other	other	 	
NM_001135676	D	SMIM19	small integral membrane protein 19	Nucleus	other	 	
NM_001135675	D	SMIM19	small integral membrane protein 19	Nucleus	other	 	
NM_001135674	D	SMIM19	small integral membrane protein 19	Nucleus	other	 	
NM_138436	D	SMIM19	small integral membrane protein 19	Nucleus	other	 	
NM_024058	 	SMIM2	small integral membrane protein 2	Other	other	 	
NR_104064	 	SMIM2-AS1	SMIM2 antisense RNA 1	Other	other	 	
NR_046843	 	SMIM2-IT1	SMIM2 intronic transcript 1	Other	other	 	
NM_001303482	D	SMIM21	small integral membrane protein 21	Other	other	 	
NM_001037331	D	SMIM21	small integral membrane protein 21	Other	other	 	
NM_001253794	D	SMIM22	small integral membrane protein 22	Other	other	 	
NM_001253791	D	SMIM22	small integral membrane protein 22	Other	other	 	
NM_001253790	D	SMIM22	small integral membrane protein 22	Other	other	 	
NM_001253793	D	SMIM22	small integral membrane protein 22	Other	other	 	
NM_001289970	 	SMIM23	small integral membrane protein 23	Other	other	 	
NM_001136503	 	SMIM24	small integral membrane protein 24	Cytoplasm	other	 	
NM_032947	 	SMIM3	small integral membrane protein 3	Other	ion channel	 	
NM_001124767	 	SMIM4	small integral membrane protein 4	Cytoplasm	other	 	
NR_028439	D	SMIM5	small integral membrane protein 5	Other	other	 	
NM_001162995	D	SMIM5	small integral membrane protein 5	Other	other	 	
NM_001162997	 	SMIM6	small integral membrane protein 6	Other	other	 	
NM_001162936	 	SMIM9	small integral membrane protein 9	Other	other	 	
NM_001195243	 	SMKR1	small lysine-rich protein 1	Other	other	 	
NM_022876	D	SMN1/SMN2	survival of motor neuron 1, telomeric	Nucleus	other	 	
NM_022874	D	SMN1/SMN2	survival of motor neuron 1, telomeric	Nucleus	other	 	
NM_022875	D	SMN1/SMN2	survival of motor neuron 1, telomeric	Nucleus	other	 	
NM_000344	D	SMN1/SMN2	survival of motor neuron 1, telomeric	Nucleus	other	 	
NM_001297715	D	SMN1/SMN2	survival of motor neuron 1, telomeric	Nucleus	other	 	
NM_017411	D	SMN1/SMN2	survival of motor neuron 1, telomeric	Nucleus	other	 	
NM_022877	D	SMN1/SMN2	survival of motor neuron 1, telomeric	Nucleus	other	 	
NM_005871	 	SMNDC1	survival motor neuron domain containing 1	Nucleus	other	 	
NM_005631	 	SMO	smoothened, frizzled class receptor	Plasma Membrane	G-protein coupled receptor	vismodegib, saridegib, gemcitabine/vismodegib, erismodegib, erlotinib/vismodegib, taladegib	
NM_022137	D	SMOC1	SPARC related modular calcium binding 1	Extracellular Space	other	 	
NM_001034852	D	SMOC1	SPARC related modular calcium binding 1	Extracellular Space	other	 	
NM_022138	D	SMOC2	SPARC related modular calcium binding 2	Extracellular Space	other	 	
NM_001166412	D	SMOC2	SPARC related modular calcium binding 2	Extracellular Space	other	 	
NM_175840	D	SMOX	spermine oxidase	Cytoplasm	enzyme	 	
NM_175841	D	SMOX	spermine oxidase	Cytoplasm	enzyme	 	
NM_175842	D	SMOX	spermine oxidase	Cytoplasm	enzyme	 	
NM_001270691	D	SMOX	spermine oxidase	Cytoplasm	enzyme	 	
NM_175839	D	SMOX	spermine oxidase	Cytoplasm	enzyme	 	
NM_001318087	D	SMPD1	sphingomyelin phosphodiesterase 1	Cytoplasm	enzyme	acid sphingomyelinase inhibitor	
NM_000543	D	SMPD1	sphingomyelin phosphodiesterase 1	Cytoplasm	enzyme	acid sphingomyelinase inhibitor	
NM_001318088	D	SMPD1	sphingomyelin phosphodiesterase 1	Cytoplasm	enzyme	acid sphingomyelinase inhibitor	
NM_001007593	D	SMPD1	sphingomyelin phosphodiesterase 1	Cytoplasm	enzyme	acid sphingomyelinase inhibitor	
NR_027400	D	SMPD1	sphingomyelin phosphodiesterase 1	Cytoplasm	enzyme	acid sphingomyelinase inhibitor	
NR_134502	D	SMPD1	sphingomyelin phosphodiesterase 1	Cytoplasm	enzyme	acid sphingomyelinase inhibitor	
NM_003080	 	SMPD2	sphingomyelin phosphodiesterase 2	Cytoplasm	enzyme	 	
NM_017751	D	SMPD4	sphingomyelin phosphodiesterase 4	Cytoplasm	enzyme	 	
NR_033232	D	SMPD4	sphingomyelin phosphodiesterase 4	Cytoplasm	enzyme	 	
NR_033231	D	SMPD4	sphingomyelin phosphodiesterase 4	Cytoplasm	enzyme	 	
NM_017951	D	SMPD4	sphingomyelin phosphodiesterase 4	Cytoplasm	enzyme	 	
NR_033230	D	SMPD4	sphingomyelin phosphodiesterase 4	Cytoplasm	enzyme	 	
NM_001171083	D	SMPD4	sphingomyelin phosphodiesterase 4	Cytoplasm	enzyme	 	
NM_001286138	D	SMPDL3A	sphingomyelin phosphodiesterase acid-like 3A	Extracellular Space	enzyme	 	
NM_006714	D	SMPDL3A	sphingomyelin phosphodiesterase acid-like 3A	Extracellular Space	enzyme	 	
NM_012390	 	SMR3A	submaxillary gland androgen regulated protein 3A	Extracellular Space	other	 	
NM_006685	 	SMR3B	submaxillary gland androgen regulated protein 3B	Nucleus	other	 	
NM_006932	D	SMTN	smoothelin	Extracellular Space	other	 	
NM_134269	D	SMTN	smoothelin	Extracellular Space	other	 	
NM_001207017	D	SMTN	smoothelin	Extracellular Space	other	 	
NM_001207018	D	SMTN	smoothelin	Extracellular Space	other	 	
NM_134270	D	SMTN	smoothelin	Extracellular Space	other	 	
NM_001105565	 	SMTNL1	smoothelin-like 1	Cytoplasm	other	 	
NM_001114974	D	SMTNL2	smoothelin-like 2	Other	other	 	
NM_198501	D	SMTNL2	smoothelin-like 2	Other	other	 	
NM_018225	 	SMU1	smu-1 suppressor of mec-8 and unc-52 homolog (C. elegans)	Nucleus	other	 	
NM_001243787	D	SMUG1	single-strand-selective monofunctional uracil-DNA glycosylase 1	Nucleus	enzyme	 	
NM_001243789	D	SMUG1	single-strand-selective monofunctional uracil-DNA glycosylase 1	Nucleus	enzyme	 	
NM_001243788	D	SMUG1	single-strand-selective monofunctional uracil-DNA glycosylase 1	Nucleus	enzyme	 	
NR_045039	D	SMUG1	single-strand-selective monofunctional uracil-DNA glycosylase 1	Nucleus	enzyme	 	
