ID	Notes	Symbol	Entrez Gene Name	Location	Type(s)	Drug(s)	
NM_007192	 	SUPT16H	SPT16 homolog, facilitates chromatin remodeling subunit	Nucleus	transcription regulator	 	
NM_001278481	D	SUPT20H	SPT20 homolog, SAGA complex component	Nucleus	other	 	
NM_001278482	D	SUPT20H	SPT20 homolog, SAGA complex component	Nucleus	other	 	
NM_001278480	D	SUPT20H	SPT20 homolog, SAGA complex component	Nucleus	other	 	
NM_001014286	D	SUPT20H	SPT20 homolog, SAGA complex component	Nucleus	other	 	
NM_017569	D	SUPT20H	SPT20 homolog, SAGA complex component	Nucleus	other	 	
NM_001261823	D	SUPT3H	SPT3 homolog, SAGA and STAGA complex component	Nucleus	transcription regulator	 	
NM_181356	D	SUPT3H	SPT3 homolog, SAGA and STAGA complex component	Nucleus	transcription regulator	 	
NM_003599	D	SUPT3H	SPT3 homolog, SAGA and STAGA complex component	Nucleus	transcription regulator	 	
NM_001282731	D	SUPT7L	SPT7-like STAGA complex gamma subunit	Nucleus	transcription regulator	 	
NM_001282730	D	SUPT7L	SPT7-like STAGA complex gamma subunit	Nucleus	transcription regulator	 	
NM_001282732	D	SUPT7L	SPT7-like STAGA complex gamma subunit	Nucleus	transcription regulator	 	
NM_001282729	D	SUPT7L	SPT7-like STAGA complex gamma subunit	Nucleus	transcription regulator	 	
NM_014860	D	SUPT7L	SPT7-like STAGA complex gamma subunit	Nucleus	transcription regulator	 	
NM_022486	D	SUSD1	sushi domain containing 1	Other	other	 	
NM_001282640	D	SUSD1	sushi domain containing 1	Other	other	 	
NM_001282643	D	SUSD1	sushi domain containing 1	Other	other	 	
NM_001037175	D	SUSD4	sushi domain containing 4	Other	other	 	
NM_017982	D	SUSD4	sushi domain containing 4	Other	other	 	
NM_015551	 	SUSD5	sushi domain containing 5	Other	other	 	
NM_014734	 	SUSD6	sushi domain containing 6	Other	other	 	
NM_015355	 	SUZ12	SUZ12 polycomb repressive complex 2 subunit	Nucleus	enzyme	 	
NM_014848	D	SV2B	synaptic vesicle glycoprotein 2B	Plasma Membrane	transporter	 	
NM_001167580	D	SV2B	synaptic vesicle glycoprotein 2B	Plasma Membrane	transporter	 	
NM_014979	D	SV2C	synaptic vesicle glycoprotein 2C	Plasma Membrane	other	 	
NM_001297716	D	SV2C	synaptic vesicle glycoprotein 2C	Plasma Membrane	other	 	
NM_003174	 	SVIL	supervillin	Plasma Membrane	other	 	
NR_036438	 	SVILP1	supervillin pseudogene 1	Other	other	 	
NM_032796	D	SYAP1	synapse associated protein 1	Nucleus	other	 	
NR_033181	D	SYAP1	synapse associated protein 1	Nucleus	other	 	
NM_001099746	D	SYBU	syntabulin	Other	other	 	
NM_001099747	D	SYBU	syntabulin	Other	other	 	
NM_001099744	D	SYBU	syntabulin	Other	other	 	
NM_001099745	D	SYBU	syntabulin	Other	other	 	
NM_001099743	D	SYBU	syntabulin	Other	other	 	
NM_001099748	D	SYBU	syntabulin	Other	other	 	
NM_001099749	D	SYBU	syntabulin	Other	other	 	
NM_017786	D	SYBU	syntabulin	Other	other	 	
NM_001099751	D	SYBU	syntabulin	Other	other	 	
NM_001099750	D	SYBU	syntabulin	Other	other	 	
NM_001099753	D	SYBU	syntabulin	Other	other	 	
NM_001099752	D	SYBU	syntabulin	Other	other	 	
NM_001099755	D	SYBU	syntabulin	Other	other	 	
NM_001099754	D	SYBU	syntabulin	Other	other	 	
NM_001099756	D	SYBU	syntabulin	Other	other	 	
NM_001040274	 	SYCP2L	synaptonemal complex protein 2 like	Nucleus	other	 	
NM_004819	 	SYMPK	symplekin	Cytoplasm	other	 	
NM_006950	D	SYN1	synapsin I	Plasma Membrane	transporter	 	
NM_133499	D	SYN1	synapsin I	Plasma Membrane	transporter	 	
NM_003490	D	SYN3	synapsin III	Plasma Membrane	other	 	
NM_133633	D	SYN3	synapsin III	Plasma Membrane	other	 	
NM_001135774	D	SYN3	synapsin III	Plasma Membrane	other	 	
NM_001159674	D	SYNCRIP	synaptotagmin binding, cytoplasmic RNA interacting protein	Nucleus	other	 	
NM_001159677	D	SYNCRIP	synaptotagmin binding, cytoplasmic RNA interacting protein	Nucleus	other	 	
NM_001159675	D	SYNCRIP	synaptotagmin binding, cytoplasmic RNA interacting protein	Nucleus	other	 	
NM_001159673	D	SYNCRIP	synaptotagmin binding, cytoplasmic RNA interacting protein	Nucleus	other	 	
NM_001159676	D	SYNCRIP	synaptotagmin binding, cytoplasmic RNA interacting protein	Nucleus	other	 	
NM_006372	D	SYNCRIP	synaptotagmin binding, cytoplasmic RNA interacting protein	Nucleus	other	 	
NM_001253771	D	SYNCRIP	synaptotagmin binding, cytoplasmic RNA interacting protein	Nucleus	other	 	
NM_024893	 	SYNDIG1	synapse differentiation inducing 1	Plasma Membrane	other	 	
NM_033071	D	SYNE1	spectrin repeat containing, nuclear envelope 1	Nucleus	other	 	
NM_182961	D	SYNE1	spectrin repeat containing, nuclear envelope 1	Nucleus	other	 	
NM_001160306	D	SYNJ1	synaptojanin 1	Cytoplasm	phosphatase	 	
NM_203446	D	SYNJ1	synaptojanin 1	Cytoplasm	phosphatase	 	
NM_003895	D	SYNJ1	synaptojanin 1	Cytoplasm	phosphatase	 	
NM_001160302	D	SYNJ1	synaptojanin 1	Cytoplasm	phosphatase	 	
NM_001178088	D	SYNJ2	synaptojanin 2	Cytoplasm	phosphatase	 	
NM_003898	D	SYNJ2	synaptojanin 2	Cytoplasm	phosphatase	 	
NR_046796	 	SYNJ2-IT1	SYNJ2 intronic transcript 1	Other	other	 	
NM_018373	 	SYNJ2BP	synaptojanin 2 binding protein	Cytoplasm	other	 	
NM_001202548	D	SYNJ2BP-COX16	SYNJ2BP-COX16 readthrough	Other	other	 	
NM_001202549	D	SYNJ2BP-COX16	SYNJ2BP-COX16 readthrough	Other	other	 	
NM_001202547	D	SYNJ2BP-COX16	SYNJ2BP-COX16 readthrough	Other	other	 	
NM_001128933	D	SYNPO2	synaptopodin 2	Cytoplasm	other	 	
NM_001286755	D	SYNPO2	synaptopodin 2	Cytoplasm	other	 	
NM_001286754	D	SYNPO2	synaptopodin 2	Cytoplasm	other	 	
NM_001128934	D	SYNPO2	synaptopodin 2	Cytoplasm	other	 	
NM_133477	D	SYNPO2	synaptopodin 2	Cytoplasm	other	 	
NM_024875	D	SYNPO2L	synaptopodin 2-like	Cytoplasm	other	 	
NM_001114133	D	SYNPO2L	synaptopodin 2-like	Cytoplasm	other	 	
NM_144642	D	SYNPR	synaptoporin	Plasma Membrane	transporter	 	
NM_001130003	D	SYNPR	synaptoporin	Plasma Membrane	transporter	 	
NR_046677	 	SYNPR-AS1	SYNPR antisense RNA 1	Other	other	 	
NM_001040709	 	SYPL2	synaptophysin-like 2	Other	other	 	
NM_005639	D	SYT1	synaptotagmin 1	Cytoplasm	transporter	 	
NM_001291901	D	SYT1	synaptotagmin 1	Cytoplasm	transporter	 	
NM_001135805	D	SYT1	synaptotagmin 1	Cytoplasm	transporter	 	
NM_001135806	D	SYT1	synaptotagmin 1	Cytoplasm	transporter	 	
NM_001247987	D	SYT13	synaptotagmin 13	Plasma Membrane	transporter	 	
NM_020826	D	SYT13	synaptotagmin 13	Plasma Membrane	transporter	 	
NM_001256006	D	SYT14	synaptotagmin 14	Other	transporter	 	
NM_153262	D	SYT14	synaptotagmin 14	Other	transporter	 	
NR_027459	D	SYT14	synaptotagmin 14	Other	transporter	 	
NM_001146264	D	SYT14	synaptotagmin 14	Other	transporter	 	
NM_001146262	D	SYT14	synaptotagmin 14	Other	transporter	 	
NM_001146261	D	SYT14	synaptotagmin 14	Other	transporter	 	
NM_181519	D	SYT15	synaptotagmin 15	Cytoplasm	transporter	 	
NM_031912	D	SYT15	synaptotagmin 15	Cytoplasm	transporter	 	
NM_031914	 	SYT16	synaptotagmin 16	Other	transporter	 	
NM_020783	 	SYT4	synaptotagmin 4	Cytoplasm	transporter	 	
NM_003180	D	SYT5	synaptotagmin 5	Cytoplasm	transporter	 	
NM_001297774	D	SYT5	synaptotagmin 5	Cytoplasm	transporter	 	
NM_175733	 	SYT9	synaptotagmin 9	Plasma Membrane	transporter	 	
NM_001242395	D	SYTL3	synaptotagmin like 3	Cytoplasm	other	 	
NM_001242394	D	SYTL3	synaptotagmin like 3	Cytoplasm	other	 	
NM_001242384	D	SYTL3	synaptotagmin like 3	Cytoplasm	other	 	
NM_001318745	D	SYTL3	synaptotagmin like 3	Cytoplasm	other	 	
NM_001009991	D	SYTL3	synaptotagmin like 3	Cytoplasm	other	 	
NM_080737	D	SYTL4	synaptotagmin like 4	Cytoplasm	transporter	 	
NM_001174068	D	SYTL4	synaptotagmin like 4	Cytoplasm	transporter	 	
NM_001129896	D	SYTL4	synaptotagmin like 4	Cytoplasm	transporter	 	
NR_073500	D	SZRD1	SUZ RNA binding domain containing 1	Other	other	 	
NR_073503	D	SZRD1	SUZ RNA binding domain containing 1	Other	other	 	
NR_073502	D	SZRD1	SUZ RNA binding domain containing 1	Other	other	 	
NM_001271869	D	SZRD1	SUZ RNA binding domain containing 1	Other	other	 	
NM_001114600	D	SZRD1	SUZ RNA binding domain containing 1	Other	other	 	
NR_073501	D	SZRD1	SUZ RNA binding domain containing 1	Other	other	 	
NM_001270484	D	T	T brachyury transcription factor	Nucleus	transcription regulator	 	
NM_003181	D	T	T brachyury transcription factor	Nucleus	transcription regulator	 	
NM_138327	 	TAAR1	trace amine associated receptor 1	Plasma Membrane	G-protein coupled receptor	methamphetamine, amphetamine	
NM_014626	D	TAAR2	trace amine associated receptor 2	Plasma Membrane	G-protein coupled receptor	 	
NM_001033080	D	TAAR2	trace amine associated receptor 2	Plasma Membrane	G-protein coupled receptor	 	
NR_028511	 	TAAR3	trace amine associated receptor 3 (gene/pseudogene)	Plasma Membrane	G-protein coupled receptor	 	
NM_003967	 	TAAR5	trace amine associated receptor 5	Plasma Membrane	G-protein coupled receptor	 	
NM_175067	 	TAAR6	trace amine associated receptor 6	Plasma Membrane	G-protein coupled receptor	 	
NM_053278	 	TAAR8	trace amine associated receptor 8	Plasma Membrane	G-protein coupled receptor	 	
NM_175057	 	TAAR9	trace amine associated receptor 9 (gene/pseudogene)	Plasma Membrane	G-protein coupled receptor	 	
NR_125861	D	TAB2	TGF-beta activated kinase 1/MAP3K7 binding protein 2	Cytoplasm	other	 	
NM_015093	D	TAB2	TGF-beta activated kinase 1/MAP3K7 binding protein 2	Cytoplasm	other	 	
NM_001292035	D	TAB2	TGF-beta activated kinase 1/MAP3K7 binding protein 2	Cytoplasm	other	 	
NM_001292034	D	TAB2	TGF-beta activated kinase 1/MAP3K7 binding protein 2	Cytoplasm	other	 	
NM_152787	 	TAB3	TGF-beta activated kinase 1/MAP3K7 binding protein 3	Cytoplasm	other	 	
NM_013997	D	TAC1	tachykinin precursor 1	Extracellular Space	other	rolapitant	
NM_013996	D	TAC1	tachykinin precursor 1	Extracellular Space	other	rolapitant	
NM_013998	D	TAC1	tachykinin precursor 1	Extracellular Space	other	rolapitant	
NM_003182	D	TAC1	tachykinin precursor 1	Extracellular Space	other	rolapitant	
NM_170685	D	TAC4	tachykinin 4 (hemokinin)	Other	other	 	
NM_001077504	D	TAC4	tachykinin 4 (hemokinin)	Other	other	 	
NM_001077505	D	TAC4	tachykinin 4 (hemokinin)	Other	other	 	
NM_001077506	D	TAC4	tachykinin 4 (hemokinin)	Other	other	 	
NM_001077503	D	TAC4	tachykinin 4 (hemokinin)	Other	other	 	
NM_001146216	D	TACC1	transforming, acidic coiled-coil containing protein 1	Nucleus	other	 	
NM_001122824	D	TACC1	transforming, acidic coiled-coil containing protein 1	Nucleus	other	 	
NM_006283	D	TACC1	transforming, acidic coiled-coil containing protein 1	Nucleus	other	 	
NM_206861	D	TACC2	transforming, acidic coiled-coil containing protein 2	Nucleus	other	 	
NM_206862	D	TACC2	transforming, acidic coiled-coil containing protein 2	Nucleus	other	 	
NM_206860	D	TACC2	transforming, acidic coiled-coil containing protein 2	Nucleus	other	 	
NM_001291878	D	TACC2	transforming, acidic coiled-coil containing protein 2	Nucleus	other	 	
NM_001291879	D	TACC2	transforming, acidic coiled-coil containing protein 2	Nucleus	other	 	
NM_006997	D	TACC2	transforming, acidic coiled-coil containing protein 2	Nucleus	other	 	
NM_001291876	D	TACC2	transforming, acidic coiled-coil containing protein 2	Nucleus	other	 	
NM_001291877	D	TACC2	transforming, acidic coiled-coil containing protein 2	Nucleus	other	 	
NM_016360	 	TACO1	translational activator of mitochondrially encoded cytochrome c oxidase I	Cytoplasm	other	 	
NM_001057	 	TACR2	tachykinin receptor 2	Plasma Membrane	G-protein coupled receptor	SR 48968	
NM_053053	 	TADA1	transcriptional adaptor 1	Other	transcription regulator	 	
NM_001135218	D	TAF12	TATA-box binding protein associated factor 12	Nucleus	transcription regulator	 	
NM_005644	D	TAF12	TATA-box binding protein associated factor 12	Nucleus	transcription regulator	 	
NM_003487	D	TAF15	TATA-box binding protein associated factor 15	Nucleus	other	 	
NM_139215	D	TAF15	TATA-box binding protein associated factor 15	Nucleus	other	 	
NM_005681	D	TAF1A	TATA-box binding protein associated factor, RNA polymerase I, A	Nucleus	transcription regulator	 	
NM_001201536	D	TAF1A	TATA-box binding protein associated factor, RNA polymerase I, A	Nucleus	transcription regulator	 	
NM_139352	D	TAF1A	TATA-box binding protein associated factor, RNA polymerase I, A	Nucleus	transcription regulator	 	
NR_110613	D	TAF1A-AS1	TAF1A antisense RNA 1	Other	other	 	
NR_110614	D	TAF1A-AS1	TAF1A antisense RNA 1	Other	other	 	
NM_005680	 	TAF1B	TATA-box binding protein associated factor, RNA polymerase I, B	Nucleus	transcription regulator	 	
NM_003185	 	TAF4	TATA-box binding protein associated factor 4	Nucleus	transcription regulator	 	
NM_001293725	D	TAF4B	TATA-box binding protein associated factor 4b	Nucleus	transcription regulator	 	
NR_121653	D	TAF4B	TATA-box binding protein associated factor 4b	Nucleus	transcription regulator	 	
NM_005640	D	TAF4B	TATA-box binding protein associated factor 4b	Nucleus	transcription regulator	 	
NM_006951	D	TAF5	TATA-box binding protein associated factor 5	Nucleus	transcription regulator	 	
NM_139052	D	TAF5	TATA-box binding protein associated factor 5	Nucleus	transcription regulator	 	
NM_014409	D	TAF5L	TATA-box binding protein associated factor 5 like	Nucleus	transcription regulator	 	
NM_001025247	D	TAF5L	TATA-box binding protein associated factor 5 like	Nucleus	transcription regulator	 	
NM_006473	 	TAF6L	TATA-box binding protein associated factor 6 like	Nucleus	transcription regulator	 	
NM_015975	 	TAF9B	TATA-box binding protein associated factor 9b	Nucleus	transcription regulator	 	
NM_152133	D	TAGAP	T-cell activation RhoGTPase activating protein	Cytoplasm	other	 	
NM_054114	D	TAGAP	T-cell activation RhoGTPase activating protein	Cytoplasm	other	 	
NM_138810	D	TAGAP	T-cell activation RhoGTPase activating protein	Cytoplasm	other	 	
NM_001278733	D	TAGAP	T-cell activation RhoGTPase activating protein	Cytoplasm	other	 	
NM_001008272	D	TAGLN3	transgelin 3	Extracellular Space	other	 	
NM_001008273	D	TAGLN3	transgelin 3	Extracellular Space	other	 	
NM_013259	D	TAGLN3	transgelin 3	Extracellular Space	other	 	
NM_001290404	D	TAL1	T-cell acute lymphocytic leukemia 1	Nucleus	transcription regulator	 	
NM_001290406	D	TAL1	T-cell acute lymphocytic leukemia 1	Nucleus	transcription regulator	 	
NM_001290403	D	TAL1	T-cell acute lymphocytic leukemia 1	Nucleus	transcription regulator	 	
NM_001287347	D	TAL1	T-cell acute lymphocytic leukemia 1	Nucleus	transcription regulator	 	
NM_003189	D	TAL1	T-cell acute lymphocytic leukemia 1	Nucleus	transcription regulator	 	
NM_001290405	D	TAL1	T-cell acute lymphocytic leukemia 1	Nucleus	transcription regulator	 	
NM_024562	 	TANGO6	transport and golgi organization 6 homolog	Other	other	 	
NM_020791	D	TAOK1	TAO kinase 1	Cytoplasm	kinase	 	
NM_025142	D	TAOK1	TAO kinase 1	Cytoplasm	kinase	 	
NM_016281	 	TAOK3	TAO kinase 3	Cytoplasm	kinase	 	
NM_001290043	D	TAP2	transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)	Cytoplasm	transporter	 	
NM_000544	D	TAP2	transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)	Cytoplasm	transporter	 	
NM_018833	D	TAP2	transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)	Cytoplasm	transporter	 	
NM_134323	D	TARBP2	TAR (HIV-1) RNA binding protein 2	Nucleus	other	 	
NM_004178	D	TARBP2	TAR (HIV-1) RNA binding protein 2	Nucleus	other	 	
NM_134324	D	TARBP2	TAR (HIV-1) RNA binding protein 2	Nucleus	other	 	
NR_109982	 	TARID	TCF21 antisense RNA inducing promoter demethylation	Other	other	 	
NM_152232	 	TAS1R2	taste 1 receptor member 2	Plasma Membrane	G-protein coupled receptor	 	
NM_176882	 	TAS2R40	taste 2 receptor member 40	Plasma Membrane	G-protein coupled receptor	 	
NM_177437	 	TAS2R60	taste 2 receptor member 60	Plasma Membrane	G-protein coupled receptor	 	
NM_001317889	D	TATDN1	TatD DNase domain containing 1	Extracellular Space	other	 	
NR_027427	D	TATDN1	TatD DNase domain containing 1	Extracellular Space	other	 	
NM_032026	D	TATDN1	TatD DNase domain containing 1	Extracellular Space	other	 	
NM_001146160	D	TATDN1	TatD DNase domain containing 1	Extracellular Space	other	 	
NM_001317891	D	TATDN1	TatD DNase domain containing 1	Extracellular Space	other	 	
NM_001317890	D	TATDN1	TatD DNase domain containing 1	Extracellular Space	other	 	
NM_001253915	D	TBC1D1	TBC1 domain family member 1	Nucleus	other	 	
NM_001253914	D	TBC1D1	TBC1 domain family member 1	Nucleus	other	 	
NM_001253913	D	TBC1D1	TBC1 domain family member 1	Nucleus	other	 	
NM_001253912	D	TBC1D1	TBC1 domain family member 1	Nucleus	other	 	
NM_015173	D	TBC1D1	TBC1 domain family member 1	Nucleus	other	 	
NM_198517	D	TBC1D10C	TBC1 domain family member 10C	Nucleus	other	 	
NM_001256508	D	TBC1D10C	TBC1 domain family member 10C	Nucleus	other	 	
NR_046266	D	TBC1D10C	TBC1 domain family member 10C	Nucleus	other	 	
NM_018317	D	TBC1D19	TBC1 domain family member 19	Other	other	 	
NM_001292054	D	TBC1D19	TBC1 domain family member 19	Other	other	 	
NM_144628	D	TBC1D20	TBC1 domain family member 20	Nucleus	other	 	
NR_111901	D	TBC1D20	TBC1 domain family member 20	Nucleus	other	 	
NM_001286434	D	TBC1D21	TBC1 domain family member 21	Cytoplasm	other	 	
NM_153356	D	TBC1D21	TBC1 domain family member 21	Cytoplasm	other	 	
NM_001284303	D	TBC1D22A	TBC1 domain family member 22A	Other	other	 	
NM_001284304	D	TBC1D22A	TBC1 domain family member 22A	Other	other	 	
NM_001284305	D	TBC1D22A	TBC1 domain family member 22A	Other	other	 	
NM_014346	D	TBC1D22A	TBC1 domain family member 22A	Other	other	 	
NR_104292	D	TBC1D22A	TBC1 domain family member 22A	Other	other	 	
NM_018309	D	TBC1D23	TBC1 domain family member 23	Other	other	 	
NM_001199198	D	TBC1D23	TBC1 domain family member 23	Other	other	 	
NM_178571	 	TBC1D26	TBC1 domain family member 26	Other	other	 	
NM_001039397	 	TBC1D28	TBC1 domain family member 28	Other	other	 	
NM_015079	D	TBC1D2B	TBC1 domain family member 2B	Other	other	 	
NM_144572	D	TBC1D2B	TBC1 domain family member 2B	Other	other	 	
NM_001123392	D	TBC1D3 (includes others)	TBC1 domain family member 3	Extracellular Space	other	 	
NM_001291462	D	TBC1D3 (includes others)	TBC1 domain family member 3	Extracellular Space	other	 	
NM_015279	 	TBC1D30	TBC1 domain family member 30	Cytoplasm	other	 	
NM_145647	D	TBC1D31	TBC1 domain family member 31	Cytoplasm	other	 	
NM_001145088	D	TBC1D31	TBC1 domain family member 31	Cytoplasm	other	 	
NM_014744	D	TBC1D5	TBC1 domain family member 5	Extracellular Space	other	 	
NM_001134381	D	TBC1D5	TBC1 domain family member 5	Extracellular Space	other	 	
NM_016495	D	TBC1D7	TBC1 domain family member 7	Cytoplasm	other	 	
NM_001258457	D	TBC1D7	TBC1 domain family member 7	Cytoplasm	other	 	
NM_001318806	D	TBC1D7	TBC1 domain family member 7	Cytoplasm	other	 	
NM_001318805	D	TBC1D7	TBC1 domain family member 7	Cytoplasm	other	 	
NM_001143966	D	TBC1D7	TBC1 domain family member 7	Cytoplasm	other	 	
NM_001143964	D	TBC1D7	TBC1 domain family member 7	Cytoplasm	other	 	
NM_001143965	D	TBC1D7	TBC1 domain family member 7	Cytoplasm	other	 	
NM_001318809	D	TBC1D7-LOC100130357	TBC1D7-LOC100130357 readthrough	Cytoplasm	other	 	
NR_134872	D	TBC1D7-LOC100130357	TBC1D7-LOC100130357 readthrough	Cytoplasm	other	 	
NM_001297740	D	TBCA	tubulin folding cofactor A	Cytoplasm	other	 	
NM_001297738	D	TBCA	tubulin folding cofactor A	Cytoplasm	other	 	
NM_004607	D	TBCA	tubulin folding cofactor A	Cytoplasm	other	 	
NM_018138	D	TBCCD1	TBCC domain containing 1	Cytoplasm	other	 	
NM_001134415	D	TBCCD1	TBCC domain containing 1	Cytoplasm	other	 	
NM_001286749	D	TBCCD1	TBCC domain containing 1	Cytoplasm	other	 	
NM_152715	D	TBCEL	tubulin folding cofactor E-like	Other	other	 	
NM_001130047	D	TBCEL	tubulin folding cofactor E-like	Other	other	 	
NM_001163436	D	TBCK	TBC1 domain containing kinase	Other	kinase	 	
NM_001163435	D	TBCK	TBC1 domain containing kinase	Other	kinase	 	
NM_001290768	D	TBCK	TBC1 domain containing kinase	Other	kinase	 	
NM_033115	D	TBCK	TBC1 domain containing kinase	Other	kinase	 	
NM_001163437	D	TBCK	TBC1 domain containing kinase	Other	kinase	 	
NM_013254	 	TBK1	TANK-binding kinase 1	Cytoplasm	kinase	 	
NM_014726	 	TBKBP1	TBK1 binding protein 1	Other	other	 	
NM_001139466	D	TBL1X	transducin (beta)-like 1X-linked	Nucleus	transcription regulator	 	
NM_005647	D	TBL1X	transducin (beta)-like 1X-linked	Nucleus	transcription regulator	 	
NM_001139468	D	TBL1X	transducin (beta)-like 1X-linked	Nucleus	transcription regulator	 	
NM_001139467	D	TBL1X	transducin (beta)-like 1X-linked	Nucleus	transcription regulator	 	
NM_006593	 	TBR1	T-box, brain 1	Nucleus	transcription regulator	 	
NM_004749	D	TBRG4	transforming growth factor beta regulator 4	Cytoplasm	other	 	
NM_001261834	D	TBRG4	transforming growth factor beta regulator 4	Cytoplasm	other	 	
NM_199122	D	TBRG4	transforming growth factor beta regulator 4	Cytoplasm	other	 	
NM_030900	D	TBRG4	transforming growth factor beta regulator 4	Cytoplasm	other	 	
NM_005995	 	TBX10	T-box 10	Nucleus	transcription regulator	 	
NM_001166220	D	TBX20	T-box 20	Nucleus	transcription regulator	 	
NM_001077653	D	TBX20	T-box 20	Nucleus	transcription regulator	 	
NM_016954	D	TBX22	T-box 22	Nucleus	transcription regulator	 	
NM_001109878	D	TBX22	T-box 22	Nucleus	transcription regulator	 	
NM_001109879	D	TBX22	T-box 22	Nucleus	transcription regulator	 	
NM_001303475	D	TBX22	T-box 22	Nucleus	transcription regulator	 	
NM_016569	D	TBX3	T-box 3	Nucleus	transcription regulator	 	
NM_005996	D	TBX3	T-box 3	Nucleus	transcription regulator	 	
NM_001128596	 	TC2N	tandem C2 domains, nuclear	Nucleus	transporter	 	
NM_001029839	D	TCAIM	T-cell activation inhibitor, mitochondrial	Cytoplasm	other	 	
NM_001282915	D	TCAIM	T-cell activation inhibitor, mitochondrial	Cytoplasm	other	 	
NM_001282914	D	TCAIM	T-cell activation inhibitor, mitochondrial	Cytoplasm	other	 	
NM_001282913	D	TCAIM	T-cell activation inhibitor, mitochondrial	Cytoplasm	other	 	
NM_173826	D	TCAIM	T-cell activation inhibitor, mitochondrial	Cytoplasm	other	 	
NM_001029840	D	TCAIM	T-cell activation inhibitor, mitochondrial	Cytoplasm	other	 	
NM_003196	 	TCEA3	transcription elongation factor A (SII), 3	Nucleus	transcription regulator	 	
NM_004780	D	TCEAL1	transcription elongation factor A (SII)-like 1	Nucleus	transcription regulator	 	
NM_001006639	D	TCEAL1	transcription elongation factor A (SII)-like 1	Nucleus	transcription regulator	 	
NM_001006640	D	TCEAL1	transcription elongation factor A (SII)-like 1	Nucleus	transcription regulator	 	
NM_032926	D	TCEAL3	transcription elongation factor A (SII)-like 3	Other	other	 	
NM_001006933	D	TCEAL3	transcription elongation factor A (SII)-like 3	Other	other	 	
NM_001305841	D	TCEAL4	transcription elongation factor A (SII)-like 4	Other	other	 	
NM_001305840	D	TCEAL4	transcription elongation factor A (SII)-like 4	Other	other	 	
NM_001305842	D	TCEAL4	transcription elongation factor A (SII)-like 4	Other	other	 	
NM_001006935	D	TCEAL4	transcription elongation factor A (SII)-like 4	Other	other	 	
NM_001300901	D	TCEAL4	transcription elongation factor A (SII)-like 4	Other	other	 	
NM_001006937	D	TCEAL4	transcription elongation factor A (SII)-like 4	Other	other	 	
NM_024863	D	TCEAL4	transcription elongation factor A (SII)-like 4	Other	other	 	
NM_001012979	 	TCEAL5	transcription elongation factor A (SII)-like 5	Other	other	 	
NM_152278	 	TCEAL7	transcription elongation factor A (SII)-like 7	Nucleus	transcription regulator	 	
NM_153333	D	TCEAL8	transcription elongation factor A (SII)-like 8	Other	other	 	
NM_001006684	D	TCEAL8	transcription elongation factor A (SII)-like 8	Other	other	 	
NM_152634	D	TCEANC	transcription elongation factor A (SII) N-terminal and central domain containing	Other	other	 	
NM_001297564	D	TCEANC	transcription elongation factor A (SII) N-terminal and central domain containing	Other	other	 	
NM_001297563	D	TCEANC	transcription elongation factor A (SII) N-terminal and central domain containing	Other	other	 	
NR_130900	 	TCEANC2	transcription elongation factor A (SII) N-terminal and central domain containing 2	Other	other	 	
NM_003198	 	TCEB3	transcription elongation factor B (SIII), polypeptide 3 (110kDa, elongin A)	Nucleus	transcription regulator	 	
NR_038280	 	TCEB3-AS1	TCEB3 antisense RNA 1	Other	other	 	
NM_006706	D	TCERG1	transcription elongation regulator 1	Nucleus	transcription regulator	 	
NM_001040006	D	TCERG1	transcription elongation regulator 1	Nucleus	transcription regulator	 	
NM_003205	D	TCF12	transcription factor 12	Nucleus	transcription regulator	 	
NM_207038	D	TCF12	transcription factor 12	Nucleus	transcription regulator	 	
NM_207037	D	TCF12	transcription factor 12	Nucleus	transcription regulator	 	
NM_207036	D	TCF12	transcription factor 12	Nucleus	transcription regulator	 	
NM_004609	 	TCF15	transcription factor 15 (basic helix-loop-helix)	Nucleus	transcription regulator	 	
NM_005650	D	TCF20	transcription factor 20 (AR1)	Nucleus	transcription regulator	 	
NM_181492	D	TCF20	transcription factor 20 (AR1)	Nucleus	transcription regulator	 	
NM_001193502	 	TCF24	transcription factor 24	Other	other	 	
NM_001243233	D	TCF4	transcription factor 4	Nucleus	transcription regulator	 	
NM_001243232	D	TCF4	transcription factor 4	Nucleus	transcription regulator	 	
NM_001243235	D	TCF4	transcription factor 4	Nucleus	transcription regulator	 	
NM_003199	D	TCF4	transcription factor 4	Nucleus	transcription regulator	 	
NM_001243226	D	TCF4	transcription factor 4	Nucleus	transcription regulator	 	
NM_001243227	D	TCF4	transcription factor 4	Nucleus	transcription regulator	 	
NM_001306207	D	TCF4	transcription factor 4	Nucleus	transcription regulator	 	
NM_001306208	D	TCF4	transcription factor 4	Nucleus	transcription regulator	 	
NM_001243234	D	TCF4	transcription factor 4	Nucleus	transcription regulator	 	
NM_001083962	D	TCF4	transcription factor 4	Nucleus	transcription regulator	 	
NM_001243231	D	TCF4	transcription factor 4	Nucleus	transcription regulator	 	
NM_001243230	D	TCF4	transcription factor 4	Nucleus	transcription regulator	 	
NM_001243236	D	TCF4	transcription factor 4	Nucleus	transcription regulator	 	
